Column1,Column2,Column3
тусовниця,1:conc:hum,
тусовщик,1:conc:hum,
тусовщиця,1:conc:hum,
тусівниця,1:conc:hum,
тутсі,1:conc:hum:group,
тухолець,1:conc:hum,
тушистка,1:conc:hum:prof,
тушка,1:conc:hum,
тушканчик,1:conc:animal,
тхеквондист,1:conc:hum:prof,
тхеквондистка,1:conc:hum:prof,
тхореня,1:conc:animal,
тхорик,1:conc:animal,
тхір,1:conc:animal,
тьолка,1:conc:hum,
тьотка,1:conc:hum,
тьотя,1:conc:hum:2:conc:hum:kin,
тьютор,1:conc:hum:prof,
тьюторка,1:conc:hum:prof,
тюгівець,1:conc:hum,
тюлень,1:conc:animal,
тюленятко,1:conc:animal,
тюлечка,1:conc:animal,
тюлька,1:conc:animal,
тюменець,1:conc:hum,
тюрбо,1:conc:animal,
тюремник,1:conc:hum:prof,
тюремниця,1:conc:hum:prof,
тюремщик,1:conc:hum:prof,
тюремщиця,1:conc:hum,
тюринги,1:conc:hum:group,
тюрк,1:conc:hum,
тюрколог,1:conc:hum:prof,
тюркологиня,1:conc:hum:prof,
тюркська,1:abst:lang,
тюрчанка,1:conc:hum,
тютор,1:conc:hum:prof,
тюторка,1:conc:hum:prof,
тютюнник,1:conc:hum:prof,
тютюнниця,1:conc:hum:prof,
тютюновиробник,1:conc:hum:prof,
тютюноманка,1:conc:hum,
тютя,1:conc:hum,
тюхтій,1:conc:hum,
тя,1:conc:hum,
тягнибоківець,1:conc:hum,
тягоноша,1:conc:hum,
тягітна,1:conc:hum,
тяжкопоранений,1:conc:hum,
тяжкохворий,1:conc:hum,
тямуха,1:conc:hum,
тячівець,1:conc:hum,
тячівка,1:conc:hum,
тібетець,1:conc:hum,
тігіпківець,1:conc:hum,
тікток-блогер,1:conc:hum:prof,
тікток-блогерка,1:conc:hum:prof,
тіктокер,1:conc:hum,
тіктокерка,1:conc:hum,
тіло,1:conc:body:2:conc:thing:3:conc:body:part:4:conc:part,
тілоохоронець,1:conc:hum:prof,
тілоохоронниця,1:conc:hum:prof,
тільна,1:conc:animal,
тімаха,1:conc:hum,
тімлідерка,1:conc:hum,
тімлідка,1:conc:hum,
тінейджер,1:conc:hum,
тінейджерка,1:conc:hum,
тіньовик,1:conc:hum,
тіобактерія,1:conc:animal,
тіпальник,1:conc:hum,
тіпальниця,1:conc:hum,
тіролець,1:conc:hum,
тітка,1:conc:hum:kin:2:conc:hum,
тітонька,1:conc:hum:kin:2:conc:hum,
тіточка,1:conc:hum:kin:2:conc:hum,
тітуня,1:conc:hum:kin:2:conc:hum,
тітусенька,1:conc:hum:kin:2:conc:hum,
тітуся,1:conc:hum:kin:2:conc:hum,
тітушка,1:conc:hum,
тіун,1:conc:hum,
уберменш,1:conc:hum:negat,
убивець,1:conc:hum,
убивиця,1:conc:hum,
убивник,1:conc:hum,
убивця,1:conc:hum,
убий-душа,1:conc:hum,
убитий,1:conc:hum,
ублюдок,1:conc:hum:negat,
убогий,1:conc:hum,
убогодухий,1:conc:hum,
убозівець,1:conc:hum:prof,
уболівальник,1:conc:hum,
уболівальниця,1:conc:hum,
убоїсько,1:conc:hum,
убоїще,1:conc:hum,
убійник,1:conc:hum,
убійниця,1:conc:hum,
ув'язнений,1:conc:hum,
увага,1:abst:ment:2:abst:3:conc:text,
увера,1:conc:hum,
увивач,1:conc:hum,
угадник,1:conc:hum,
угадниця,1:conc:hum,
угадчик,1:conc:hum,
угадчиця,1:conc:hum,
угадько,1:conc:hum,
угандійка,1:conc:hum,
угандієць,1:conc:hum,
угара,1:conc:hum,
углич,1:conc:hum,
угнівець,1:conc:hum,
угнівчанин,1:conc:hum,
угнівчанка,1:conc:hum,
угода,1:conc:text:2:abst:speech&interact,
угодник,1:conc:hum,
угодниця,1:conc:hum,
угодовець,1:conc:hum,
уголовник,1:conc:hum,
угонщик,1:conc:hum,
угорець,1:conc:hum,
угорка,1:conc:food&fruit,
угорка,1:conc:hum,
угри,1:conc:hum:group,
угрин,1:conc:hum,
угро-фін,1:conc:hum,
удав,1:conc:animal,
удавальник,1:conc:hum,
удавальниця,1:conc:hum,
удавчик,1:conc:animal,
ударник,1:conc:hum:prof,
ударниця,1:conc:hum:prof,
ударівець,1:conc:hum,
удегейка,1:conc:hum,
удегеєць,1:conc:hum,
удержанець,1:conc:hum,
удмурт,1:conc:hum,
удмуртка,1:conc:hum,
удова,1:conc:hum,
удовенко,1:conc:hum,
удовець,1:conc:hum,
удовиця,1:conc:hum,
удовиченко,1:conc:hum,
удовичка,1:conc:hum,
удонеліди,1:conc:animal,
удосконалювач,1:conc:hum,
удосконалювачка,1:conc:hum,
удівець,1:conc:hum,
удівонька,1:conc:hum,
уельсець,1:conc:hum,
уельсьці,1:conc:hum:group,
уенерівець,1:conc:hum,
ужгородець,1:conc:hum,
ужгородка,1:conc:hum,
узбек,1:conc:hum,
узбекистанець,1:conc:hum,
узбекистанка,1:conc:hum,
узбечка,1:conc:hum,
узгоджувач,1:conc:hum,
узурпатор,1:conc:hum,
узурпаторка,1:conc:hum,
узуфруктарій,1:conc:hum,
уйгур,1:conc:hum,
уйгурка,1:conc:hum,
уймак,1:conc:hum,
укажчик,1:conc:hum,
укапіст,1:conc:hum,
укладальник,1:conc:hum:prof,
укладальниця,1:conc:hum:prof,
укладач,1:conc:hum,
укладачка,1:conc:hum,
уклоніст,1:conc:hum,
уклінник,1:conc:hum,
укоханець,1:conc:hum,
укоханка,1:conc:hum,
укравтодоровець,1:conc:hum,
українець,1:conc:hum,
українка,1:conc:hum,
українобот,1:conc:hum,
україножер,1:conc:hum,
україножерка,1:conc:hum:negat,
українознавець,1:conc:hum:prof,
українознавиця,1:conc:hum:prof,
україноканадець,1:conc:hum,
українолог,1:conc:hum:prof,
українолюб,1:conc:hum,
україномовець,1:conc:hum,
україномовні,1:conc:hum:group,
україноненависник,1:conc:hum,
україноненависниця,1:conc:hum:negat,
українооптимістка,1:conc:hum,
україноскептик,1:conc:hum,
українофоб,1:conc:hum,
українофобка,1:conc:hum,
українофон,1:conc:hum,
українофіл,1:conc:hum,
українофілка,1:conc:hum,
україночка,1:conc:hum,
українська,1:abst:lang,
українізатор,1:conc:hum,
українізаторка,1:conc:hum,
україніст,1:conc:hum:prof,
україністка,1:conc:hum:prof,
укри,1:conc:hum:group,
укривальник,1:conc:hum:prof,
укробандерівка,1:conc:hum,
укронацист,1:conc:hum,
укроп,1:conc:hum,
укропка,1:conc:hum,
укропівець,1:conc:hum,
укріплювач,1:conc:hum,
улан,1:conc:hum:prof,
уланудинець,1:conc:hum,
улар,1:conc:animal,
улаштовувач,1:conc:hum,
улаштовувачка,1:conc:hum,
улем,1:conc:hum:prof,
улесник,1:conc:hum,
улич,1:conc:hum,
уловчий,1:conc:hum:prof,
улусник,1:conc:hum,
ультиматист,1:conc:hum,
ультра,1:conc:hum,
ультраавангардист,1:conc:hum,
ультраавангардистка,1:conc:hum,
ультрадемократ,1:conc:hum,
ультраекстреміст,1:conc:hum,
ультраконсерватор,1:conc:hum,
ультраліберал,1:conc:hum,
ультрамаратонець,1:conc:hum:prof,
ультрамаратонка,1:conc:hum:prof,
ультрамарафонець,1:conc:hum:prof,
ультрамарафонка,1:conc:hum:prof,
ультрамонтан,1:conc:hum,
ультрамікроб,1:conc:animal,
ультранаціоналіст,1:conc:hum,
ультраортодокс,1:conc:hum,
ультрапатріот,1:conc:hum,
ультрапесиміст,1:conc:hum,
ультрапопуліст,1:conc:hum,
ультраправі,1:conc:hum:group,
ультрарадикал,1:conc:hum,
ультрарасист,1:conc:hum,
ультрарасистка,1:conc:hum,
ультрареакціонер,1:conc:hum,
ультрареаліст,1:conc:hum,
ультрареформатор,1:conc:hum,
ультрас,1:conc:hum:group,:anim
ультрафеміністка,1:conc:hum,
ультрафундаменталіст,1:conc:hum,
ультрашовініст,1:conc:hum,
ульчанка,1:conc:hum,
ульчі,1:conc:hum:group,
улюбленець,1:conc:hum,
улюбленик,1:conc:hum,
улюблениця,1:conc:hum,
улюбленичок,1:conc:hum,
улюбленка,1:conc:hum,
улюбленчик,1:conc:hum,
уманець,1:conc:hum,
уманчанин,1:conc:hum,
уманчанка,1:conc:hum,
умбри,1:conc:hum:group,
умбунду,1:abst:lang,
умертвлювач,1:conc:hum,
умираючий,1:conc:hum,
умиротворитель,1:conc:hum,
умиротворителька,1:conc:hum,
умирущий,1:conc:hum,
умнік,1:conc:hum,
умнічка,1:conc:hum,
умова,1:abst:2:abst:speech&interact,
умохворий,1:conc:hum,
умілець,1:conc:hum,
умілиця,1:conc:hum,
унаніміст,1:conc:hum,
ундина,1:conc:supernat:2:conc:hum,
унсовець,1:conc:hum,
унтер,1:conc:hum,
унтер-офіцер,1:conc:hum,
унтерменш,1:conc:hum,
унтерофіцер,1:conc:hum,
унтершарфюрер,1:conc:hum,
унук,1:conc:hum:kin,
унуча,1:conc:hum:kin,
унучатко,1:conc:hum:kin,
унученька,1:conc:hum:kin,
унучечка,1:conc:hum:kin,
унучка,1:conc:hum:kin,
унучок,1:conc:hum:kin,
унчик,1:conc:animal,
уніат,1:conc:hum,
уніатка,1:conc:hum,
універсал,1:conc:hum,:xp1
універсалка,1:conc:hum,
універсаліст,1:conc:hum,
університет,1:conc:org&&build:container:2:abst,
університетник,1:conc:hum:prof,
унікум,1:conc:hum,
уніоніст,1:conc:hum,
унітаріанка,1:conc:hum,
унітарій,1:conc:hum,
уніформіст,1:conc:hum,
уніят,1:conc:hum,
уорент-офіцер,1:conc:hum,
упертюх,1:conc:hum,
упир,1:conc:supernat,
упириця,1:conc:supernat,
упирка,1:conc:supernat,
упиряка,1:conc:supernat,
уповноважений,1:conc:hum,
уповноважник,1:conc:hum,
упоряд.,1:conc:hum,
упорядник,1:conc:hum,
упорядниця,1:conc:hum,
управдом,1:conc:hum&hierar,
управитель,1:conc:hum:prof,
управителька,1:conc:hum:prof,
управительниця,1:conc:hum,
управляючий,1:conc:hum&hierar,
управлінець,1:conc:hum:prof,
управліниця,1:conc:hum:prof,
управлінка,1:conc:hum:prof,
управління,1:abst:2:conc:org,
управник,1:conc:hum,
упроваджувач,1:conc:hum,
упровадник,1:conc:hum,
упівець,1:conc:hum,
упівка,1:conc:hum:prof,
упійманий,1:conc:hum,
упіст,1:conc:hum:prof,
ура-патріот,1:conc:hum,
уралець,1:conc:hum,
урарти,1:conc:hum:group,
урбан-активістка,1:conc:hum,
урбан-дизайнерка,1:conc:hum:prof,
урбаніст,1:conc:hum:prof,
урбаністка,1:conc:hum:prof,
урвиголова,1:conc:hum,
урвипола,1:conc:hum,
урвитель,1:conc:hum,
урду,1:abst:lang,
урка,1:conc:hum:prof,
уркаган,1:conc:hum,
уробактерія,1:conc:animal,
уроборос,1:conc:animal,
урод,1:conc:hum:negat,
уродженець,1:conc:hum,
уроджениця,1:conc:hum,
уродженка,1:conc:hum,
уродинник,1:conc:hum,
уродинниця,1:conc:hum,
уродливець,1:conc:hum,
уродливиця,1:conc:hum,
уроженець,1:conc:hum,
урокодавець,1:conc:hum,
уролог,1:conc:hum:prof,
урологиня,1:conc:hum:prof,
урологінекологиня,1:conc:hum:prof,
урсулинка,1:conc:hum,
уругвайка,1:conc:hum,
уругваєць,1:conc:hum,
уруми,1:conc:hum:group,
урус,1:conc:hum,
урус-шайтан,1:conc:hum,
уряд,1:conc:org:2:conc:hum:group,:inanim
урядник,1:conc:hum,
урядниця,1:conc:hum:prof,
урядничка,1:conc:hum:prof,
урядовець,1:conc:hum:prof,
урядовиця,1:conc:hum:prof,
урядовка,1:conc:hum:prof,
урянхаєць,1:conc:hum,
урятований,1:conc:hum,
усач,1:conc:hum,
усе,1:quantif,
усевидець,1:conc:hum,
усевіда,1:conc:hum,
усезнавець,1:conc:hum,
усезнайка,1:conc:hum,
усезнайко,1:conc:hum,
усиновитель,1:conc:hum,
усиновителька,1:conc:hum,
усиновлений,1:conc:hum,
усиновлювач,1:conc:hum,
усиновлювачка,1:conc:hum,
усмиритель,1:conc:hum,
усобник,1:conc:hum,
успіх,1:abst:posit,
уставник,1:conc:hum,
установа,1:conc:org&&build:container:2:abst,
установник,1:conc:hum,
установниця,1:conc:hum,
усташ,1:conc:hum,
устриця,1:conc:animal,
усть-дунаєць,1:conc:hum,
усус,1:conc:hum:prof,
усусус,1:conc:hum:prof,
усусівка,1:conc:hum:prof,
усі,1:conc:hum:quantif,
утеклий,1:conc:hum,
утилізатор,1:conc:hum:prof,
утилітарист,1:conc:hum,
утилітаристка,1:conc:hum,
утискач,1:conc:hum,
утискувач,1:conc:hum,
утискувачка,1:conc:hum,
утиснені,1:conc:hum:group,
утисник,1:conc:hum,
утисниця,1:conc:hum,
утихомирювач,1:conc:hum,
утопленик,1:conc:hum,
утоплениця,1:conc:hum,
утопіст,1:conc:hum,
утопістка,1:conc:hum,
утраквіст,1:conc:hum,
утриманець,1:conc:hum,
утриманка,1:conc:hum,
утримувач,1:conc:hum,
утримувачка,1:conc:hum,
утікач,1:conc:hum,
утікачка,1:conc:hum,
утілювач,1:conc:hum,
утішальниця,1:conc:hum,
утішитель,1:conc:hum,
утішник,1:conc:hum,
утішниця,1:conc:hum,
уфолог,1:conc:hum:prof,
ухильник,1:conc:hum,
ухильниця,1:conc:hum,
ухилянт,1:conc:hum,
ухилянтка,1:conc:hum,
уходник,1:conc:hum,
уч.,1:conc:hum,
учасник,1:conc:hum,
учасниця,1:conc:hum,
участь,1:abst:interact,
учений,1:conc:hum:prof:2:conc:hum,
ученик,1:conc:hum,
учениця,1:conc:hum,
учень,1:conc:hum,
училка,1:conc:hum:prof,
учитель,1:conc:hum:prof,
учителька,1:conc:hum:prof,
ушивальник,1:conc:hum:prof,
ушкал,1:conc:hum,
ушкуйник,1:conc:hum,
ушльопок,1:conc:hum:negat,
ушуїст,1:conc:hum:prof,
ушуїстка,1:conc:hum:prof,
фабрикант,1:conc:hum:prof,
фабрикантка,1:conc:hum:prof,
фабрикатор,1:conc:hum:prof,
фабіанець,1:conc:hum,
фавн,1:conc:supernat,
фаворит,1:conc:hum,
фаворитка,1:conc:hum,
фаготист,1:conc:hum:prof,
фазан,1:conc:animal,
фазаненя,1:conc:animal,
фазаниха,1:conc:animal,
фазанка,1:conc:animal,
фазанові,1:conc:animal,
фазанча,1:conc:animal,
фазанчик,1:conc:animal,
фазендейро,1:conc:hum,
файкар,1:conc:hum,
факелоносець,1:conc:hum,
факелоносиця,1:conc:hum,
факельник,1:conc:hum,
факт,1:abst:2:modal,
фактограф,1:conc:hum:prof,
фактор,1:conc:hum:prof,
факторка,1:conc:hum:prof,
фактотум,1:conc:hum,
фактчекер,1:conc:hum:prof,
фактчекерка,1:conc:hum:prof,
факір,1:conc:hum:prof,
факірша,1:conc:hum:prof,
фалангіст,1:conc:hum,
фалерист,1:conc:hum:prof,
фальсифікатор,1:conc:hum,
фальсифікаторка,1:conc:hum,
фальцювальник,1:conc:hum:prof,
фальцювальниця,1:conc:hum:prof,
фальшиводипломник,1:conc:hum,
фальшивомонетник,1:conc:hum:prof,
фальшувальник,1:conc:hum:prof,
фамулус,1:conc:hum:prof,
фан,1:conc:hum,
фанаберка,1:conc:hum,
фанаріот,1:conc:hum,
фанаріотка,1:conc:hum,
фанат,1:conc:hum,
фанатик,1:conc:hum,
фанатичка,1:conc:hum,
фанатка,1:conc:hum,
фанг,1:conc:hum:group,
фандрейзер,1:conc:hum:prof,
фандрейзерка,1:conc:hum:prof,
фанен-юнкер,1:conc:hum,
фанерник,1:conc:hum:prof,
фанерувальник,1:conc:hum:prof,
фанерувальниця,1:conc:hum:prof,
фанк-співачка,1:conc:hum:prof,
фантазер,1:conc:hum,
фантазерка,1:conc:hum,
фантаст,1:conc:hum,
фантастка,1:conc:hum,
фанфарист,1:conc:hum,
фанфаристка,1:conc:hum,
фанфарон,1:conc:hum,
фанівка,1:conc:hum,
фараон,1:conc:hum,
фараонка,1:conc:hum,
фарбар,1:conc:hum:prof,
фарбарка,1:conc:hum:prof,
фарбовар,1:conc:hum:prof,
фарбувальник,1:conc:hum:prof,
фарбувальниця,1:conc:hum:prof,
фарисей,1:conc:hum,
фарисейка,1:conc:hum,
фармазон,1:conc:hum,
фармаколог,1:conc:hum:prof,
фармакологиня,1:conc:hum:prof,
фармацевт,1:conc:hum:prof,
фармацевтиня,1:conc:hum:prof,
фармацевтка,1:conc:hum:prof,
фармвиробник,1:conc:org,:anim
фармдистриб'ютор,1:conc:org,:anim
фармер,1:conc:hum:prof,
фармлобістка,1:conc:hum,
фармтрейдер,1:conc:org,:anim
фарсі,1:abst:lang,
фарфористка,1:conc:hum:prof,
фарцовщик,1:conc:hum,
фарцівник,1:conc:hum,
фасадник,1:conc:hum:prof,
фасадчик,1:conc:hum:prof,
фасилітатор,1:conc:hum,
фасилітаторка,1:conc:hum,
фасовщиця,1:conc:hum:prof,
фастівчанин,1:conc:hum,
фастівчанка,1:conc:hum,
фасувальник,1:conc:hum:prof,
фасувальниця,1:conc:hum:prof,
фаталіст,1:conc:hum,
фаталістка,1:conc:hum,
фаундер,1:conc:hum,
фаундерка,1:conc:hum,
фахівець,1:conc:hum,
фахівчиня,1:conc:hum,
фацетка,1:conc:hum,
фашист,1:conc:hum,
фашистка,1:conc:hum,
фаєристка,1:conc:hum:prof,
феаки,1:conc:supernat&group,
фебеерівець,1:conc:hum:prof,
федерал,1:conc:hum,
федераліст,1:conc:hum,
федералістка,1:conc:hum,
федерат,1:conc:hum,
феесбешник,1:conc:hum:prof,
феесбешниця,1:conc:hum:prof,
феесбістка,1:conc:hum:prof,
фейкмейкер,1:conc:hum,
фейкометка,1:conc:hum,
фейлетоніст,1:conc:hum:prof,
фейлетоністка,1:conc:hum:prof,
фейсбуківка,1:conc:hum,
фейсконтрольниця,1:conc:hum:prof,
фелах,1:conc:hum:prof,
фельд'єгер,1:conc:hum:prof,
фельдкурат,1:conc:hum:prof,
фельдмаршал,1:conc:hum,
фельдфебель,1:conc:hum,
фельдшер,1:conc:hum:prof,
фельдшериця,1:conc:hum:prof,
фельдшерка,1:conc:hum:prof,
фелібри,1:conc:hum:group,
фелінолог,1:conc:hum:prof,
фелінологиня,1:conc:hum:prof,
феліціянка,1:conc:hum,
фем-активістка,1:conc:hum,
феменка,1:conc:hum,
феменістка,1:conc:hum,
феміда,1:abst,
фемініст,1:conc:hum,
феміністка,1:conc:hum,
фенолог,1:conc:hum:prof,
феномен,1:conc:hum,
феноменолог,1:conc:hum:prof,
фенікс,1:conc:supernat,
феодал,1:conc:hum,
феодалка,1:conc:hum,
феодосієць,1:conc:hum,
ферзь,1:conc:tool,:anim
ферман,1:conc:hum:prof,
ферматист,1:conc:hum,
фермер,1:conc:hum:prof,
фермерка,1:conc:hum:prof,
фермерша,1:conc:hum:prof,
ферт,1:conc:hum,
фертик,1:conc:hum,
фершал,1:conc:hum:prof,
фершалка,1:conc:hum,
фестивальник,1:conc:hum,
фестивальниця,1:conc:hum,
фетишист,1:conc:hum,
фетишистка,1:conc:hum,
фехтмайстер,1:conc:hum:prof,
фехтмейстер,1:conc:hum:prof,
фехтувальник,1:conc:hum:prof,
фехтувальниця,1:conc:hum:prof,
фешн-блогерка,1:conc:hum:prof,
фешн-інфлюенсерка,1:conc:hum:prof,
фея,1:conc:supernat,
филистимлянин,1:conc:hum,
флаг-капітан,1:conc:hum,
флаг-офіцер,1:conc:hum,
флаг-штурман,1:conc:hum,
флагелант,1:conc:hum,
фламандець,1:conc:hum,
фламандка,1:conc:hum,
фламін,1:conc:hum,
фламінго,1:conc:animal,
фланговий,1:conc:hum,
флеболог,1:conc:hum:prof,
флебологиня,1:conc:hum:prof,
флегмат,1:conc:hum,
флегматик,1:conc:hum,
флегматичка,1:conc:hum,
флейтист,1:conc:hum:prof,
флейтистка,1:conc:hum:prof,
флекситаріанка,1:conc:hum,
флорболістка,1:conc:hum:prof,
флорентійка,1:conc:hum,
флорентієць,1:conc:hum,
флоридець,1:conc:hum,
флорист,1:conc:hum:prof,
флористка,1:conc:hum:prof,
флотатор,1:conc:hum:prof,
флотоводець,1:conc:hum,
флотоводиця,1:conc:hum,
флотський,1:conc:hum:prof,
флудер,1:conc:hum,
флудерка,1:conc:hum,
фльондра,1:conc:hum:prof,
флібустьєр,1:conc:hum:prof,
флібустьєрка,1:conc:hum:prof,
флігель-ад'ютант,1:conc:hum,
флігельман,1:conc:hum,
фліпер,1:conc:hum,
фліртувальниця,1:conc:hum,
фовіст,1:conc:hum,
фокстер'єр,1:conc:animal,
фокусник,1:conc:hum:prof,
фокусниця,1:conc:hum:prof,
фолади,1:conc:animal,
фолк-джаз-співачка,1:conc:hum:prof,
фолкджаз-співачка,1:conc:hum:prof,
фолкльорист,1:conc:hum:prof,
фолловер,1:conc:hum,
фоловер,1:conc:hum,
фоловерка,1:conc:hum,
фольклорист,1:conc:hum:prof,
фольклористка,1:conc:hum:prof,
фольксдойч,1:conc:hum,
фольксдойче,1:conc:hum,
фольксдойчер,1:conc:hum,
фольксдойчерка,1:conc:hum,
фон-барон,1:conc:hum,
фонд,1:conc:collect:2:conc:org,
фондовик,1:conc:hum,
фондовласник,1:conc:hum,
фондотримач,1:conc:hum,
фондоутворювач,1:conc:hum,
фондоутворювачка,1:conc:hum,
фонетист,1:conc:hum:prof,
фонетистка,1:conc:hum:prof,
фонолог,1:conc:hum:prof,
фоноскопістка,1:conc:hum:prof,
фонотекар,1:conc:hum:prof,
фоніатр,1:conc:hum:prof,
форвард,1:conc:hum:prof,
форвардка,1:conc:hum,
фордансерка,1:conc:hum:prof,
форейтор,1:conc:hum,
форестьєр,1:conc:hum,
форма,1:abst:2:conc:tool:part ,
формаліст,1:conc:hum,
формалістка,1:conc:hum,
формувальник,1:conc:hum:prof,
формувальниця,1:conc:hum:prof,
формування,1:abst:appear:2:abst:effect:3:abst:impact:4:conc:hum:group,:inanim
формівник,1:conc:hum:prof,
форсунник,1:conc:hum:prof,
фортанцюристка,1:conc:hum:prof,
фортеп'янник,1:conc:hum:prof,
фортепіанник,1:conc:hum:prof,
фортепіаніст,1:conc:hum:prof,
фортепіаністка,1:conc:hum:prof,
фортифікатор,1:conc:hum:prof,
форумлянин,1:conc:hum,
форумчанин,1:conc:hum,
форумчанка,1:conc:hum,
форумівка,1:conc:hum,
форфейтер,1:conc:hum,
форфейтор,1:conc:hum,
фото,1:conc:thing:surface&work,
фотоакторка,1:conc:hum:prof,
фотоаматор,1:conc:hum,
фотобактерія,1:conc:animal,
фотограф,1:conc:hum:prof,
фотографиня,1:conc:hum:prof,
фотографка,1:conc:hum:prof,
фотодвійник,1:conc:hum,
фотодокументаліст,1:conc:hum:prof,
фотодрукар,1:conc:hum:prof,
фотоексперт,1:conc:hum,
фотоекстремал,1:conc:hum,
фотожурналіст,1:conc:hum:prof,
фотожурналістка,1:conc:hum:prof,
фотозірка,1:conc:hum,
фотокласик,1:conc:hum,
фотокор,1:conc:hum:prof,
фотокореспондент,1:conc:hum:prof,
фотокореспондентка,1:conc:hum:prof,
фотолюбитель,1:conc:hum,
фотолюбителька,1:conc:hum,
фотолітописець,1:conc:hum,
фотомаестро,1:conc:hum,
фотомайстер,1:conc:hum,
фотомисливець,1:conc:hum,
фотомисткиня,1:conc:hum:prof,
фотомитець,1:conc:hum:prof,
фотомодель,1:conc:hum:prof,
фотонатураліст,1:conc:hum,
фотооператор,1:conc:hum:prof,
фотопейзажист,1:conc:hum:prof,
фотопрофесіонал,1:conc:hum,
фотопубліцист,1:conc:hum:prof,
фотопідбірниця,1:conc:hum:prof,
фоторедактор,1:conc:hum:prof,
фоторепортер,1:conc:hum:prof,
фоторепортерка,1:conc:hum:prof,
фототеоретик,1:conc:hum,
фототехнолог,1:conc:hum:prof,
фототехнік,1:conc:hum:prof,
фототипіст,1:conc:hum:prof,
фотохемік,1:conc:hum:prof,
фотохижак,1:conc:hum,
фотохронікер,1:conc:hum:prof,
фотохудожник,1:conc:hum:prof,
фотохудожниця,1:conc:hum:prof,
фотохімік,1:conc:hum:prof,
фотошопер,1:conc:hum,
фотоімпресіоніст,1:conc:hum,
фразеолог,1:conc:hum:prof,
фразеологиня,1:conc:hum:prof,
фразер,1:conc:hum,
фразерка,1:conc:hum,
фракціонер,1:conc:hum,
фракціонерка,1:conc:hum,
фракійка,1:conc:hum,
фракієць,1:conc:hum,
франк,1:conc:hum,
франкенштейн,1:conc:hum,
франкмасон,1:conc:hum,
франкмасонка,1:conc:hum,
франко-канадець,1:conc:hum,
франкознавець,1:conc:hum:prof,
франкознавиця,1:conc:hum:prof,
франкоканадець,1:conc:hum,
франконка,1:conc:hum,
франкофон,1:conc:hum,
франкофіл,1:conc:hum,
франкфуртець,1:conc:hum,
франківець,1:conc:hum,
франківка,1:conc:hum,
франківчанин,1:conc:hum,
франківчанка,1:conc:hum,
франкіст,1:conc:hum,
франт,1:conc:hum,
франтик,1:conc:hum,
франтиха,1:conc:hum,
францисканець,1:conc:hum,
францисканка,1:conc:hum,
француженка,1:conc:hum,
француз,1:conc:hum,
французик,1:conc:hum,
французка,1:conc:hum,
французоманія,1:conc:loc,
французька,1:abst:lang,
французькість,1:abst:abst,
франчайзор,1:conc:hum,
фрау,1:conc:hum,
фрахтувальник,1:conc:hum,
фрахтівник,1:conc:hum,
фраєр,1:conc:hum,
фраєрка,1:conc:hum,
фребеличка,1:conc:hum,
фребелічка,1:conc:hum,
фрезерувальник,1:conc:hum:prof,
фрезерувальниця,1:conc:hum:prof,
фрезувальник,1:conc:hum:prof,
фрезувальниця,1:conc:hum:prof,
фрейдист,1:conc:hum,
фрейлейн,1:conc:hum,
фрейліна,1:conc:hum,
фрекен,1:conc:hum,
френд,1:conc:hum,
френдеса,1:conc:hum,
френдиня,1:conc:hum,
френдка,1:conc:hum,
френолог,1:conc:hum:prof,
фретка,1:conc:animal,
фригольдер,1:conc:hum,
фригійка,1:conc:hum,
фригієць,1:conc:hum,
фридайвер,1:conc:hum:prof,
фридайверка,1:conc:hum:prof,
фриз,1:conc:hum,:xp1
фризерка,1:conc:hum:prof,
фризієр,1:conc:hum:prof,
фризієрка,1:conc:hum:prof,
фрик,1:conc:hum,
фрилансер,1:conc:hum,
фрилансерка,1:conc:hum,
фристайлерка,1:conc:hum:prof,
фристайліст,1:conc:hum:prof,
фристайлістка,1:conc:hum:prof,
фритредер,1:conc:hum,
фройдист,1:conc:hum,
фройляйн,1:conc:hum,
фрондер,1:conc:hum,
фрондерка,1:conc:hum,
фронт-вокалістка,1:conc:hum:prof,
фронтвумен,1:conc:hum,
фронтвуменка,1:conc:hum,
фронтледі,1:conc:hum,
фронтмен,1:conc:hum,
фронтовик,1:conc:hum,
фронтовичка,1:conc:hum,
фруктовик,1:conc:hum,
фруктовниця,1:conc:thing:container,
фрукторіанка,1:conc:hum,
фруктівник,1:conc:hum:prof,
фруктівниця,1:conc:hum,
фрігійка,1:conc:hum,
фрігієць,1:conc:hum,
фрідайвер,1:conc:hum:prof,
фрідайверка,1:conc:hum:prof,
фрік,1:conc:hum,
фрікер,1:conc:hum,
фрілансер,1:conc:hum,
фрілансерка,1:conc:hum,
фрістайлерка,1:conc:hum:prof,
фрістайліст,1:conc:hum:prof,
фрістайлістка,1:conc:hum:prof,
фріц,1:conc:hum,
фтизіаторка,1:conc:hum:prof,
фтизіатр,1:conc:hum:prof,
фтизіатриня,1:conc:hum:prof,
фтизіолог,1:conc:hum:prof,
фтизіологиня,1:conc:hum:prof,
фугувальник,1:conc:hum:prof,
фуд-блогер,1:conc:hum:prof,
фуд-блогерка,1:conc:hum:prof,
фуд-журналістка,1:conc:hum:prof,
фуд-письменниця,1:conc:hum:prof,
фуд-райтерка,1:conc:hum:prof,
фуд-стилістка,1:conc:hum:prof,
фуд-терапевтка,1:conc:hum:prof,
