# Іменники
# !noun

# з тегами

Ігоре Ігор noun:anim:m:v_kly:prop:fname:bad
кленем клясти verb:pres:p:1:imperf:rare
кленемо клясти verb:pres:p:1:imperf:rare
кленете клясти verb:pres:p:2:imperf:rare
кленуть клясти verb:pres:p:3:imperf:rare
кленучи клясти advp:imperf

# сучасн. - молодіжі, в старих словниках - молодежи
молодежі молодіж noun:inanim:f:v_rod:rare
молодежі молодіж noun:inanim:f:v_dav:rare
молодежжю молодіж noun:inanim:f:v_oru:rare
молодежі молодіж noun:inanim:f:v_mis:rare
молодеже молодіж noun:inanim:f:v_kly:rare


хтітися хтітися verb:rev:imperf:inf             # lim
хтітись хтітися verb:rev:imperf:inf
хочеться хтітися verb:rev:imperf:pres:s:3
хтітиметься хтітися verb:rev:imperf:futr:s:3
хтілось хтітися verb:rev:imperf:past:n
хтілося хтітися verb:rev:imperf:past:n

хтівши хтівши advp:imperf

хтіти хтіти verb:imperf:inf
хоти хтіти verb:imperf:impr:s:2
хотім хтіти verb:imperf:impr:p:1
хотімо хтіти verb:imperf:impr:p:1
хотіть хтіти verb:imperf:impr:p:2
хочу хтіти verb:imperf:pres:s:1
хочеш хтіти verb:imperf:pres:s:2
хоче хтіти verb:imperf:pres:s:3
хочем хтіти verb:imperf:pres:p:1
хочемо хтіти verb:imperf:pres:p:1
хочете хтіти verb:imperf:pres:p:2
хочуть хтіти verb:imperf:pres:p:3
хтять хтіти verb:imperf:pres:p:3:subst
хтітиму хтіти verb:imperf:futr:s:1
хтітимеш хтіти verb:imperf:futr:s:2
хтітиме хтіти verb:imperf:futr:s:3
хтітимем хтіти verb:imperf:futr:p:1
хтітимемо хтіти verb:imperf:futr:p:1
хтітимете хтіти verb:imperf:futr:p:2
хтітимуть хтіти verb:imperf:futr:p:3
хтів хтіти verb:imperf:past:m
хтіла хтіти verb:imperf:past:f
хтіло хтіти verb:imperf:past:n
хтіли хтіти verb:imperf:past:p

захтять захтіти verb:perf:futr:p:3:subst:rare

біжуть бігти verb:imperf:pres:p:3:subst

хотять хотіти verb:imperf:pres:p:3:subst
захотять захотіти verb:perf:futr:p:3:subst

забракнути забракнути verb:perf:inf             # lim
забракне забракнути verb:perf:futr:s:3
забракло забракнути verb:perf:past:n

# наказна фома є зайвою - не має сенсу значно ускладнювати правила???
могти могти verb:inf:imperf             # rv_inf
можу могти verb:pres:s:1:imperf
можеш могти verb:pres:s:2:imperf
може могти verb:pres:s:3:imperf:&insert
можем могти verb:pres:p:1:imperf:subst
можемо могти verb:pres:p:1:imperf
можете могти verb:pres:p:2:imperf
можуть могти verb:pres:p:3:imperf
могуть могти verb:pres:p:3:imperf:subst
міг могти verb:past:m:imperf
могла могти verb:past:f:imperf
могло могти verb:past:n:imperf
могли могти verb:past:p:imperf
могтиму могти verb:imperf:futr:s:1
могтимеш могти verb:imperf:futr:s:2
могтиме могти verb:imperf:futr:s:3
могтимем могти verb:imperf:futr:p:1
могтимемо могти verb:imperf:futr:p:1
могтимете могти verb:imperf:futr:p:2
могтимуть могти verb:imperf:futr:p:3
можучи могти advp:imperf
мігши могти advp:imperf

# лише наказова
щасти щастити verb:imperf:impr:s:2

дава давати verb:imperf:pres:s:3:short
передава передавати verb:imperf:pres:s:3:short
віддава віддавати verb:imperf:pres:s:3:short
настава наставати verb:imperf:pres:s:3:short
відіграва відігравати verb:imperf:pres:s:3:short

славімо славити verb:imperf:impr:p:1
славіть славити verb:imperf:impr:p:2:rare

ввити ввити verb:inf:perf
ввий ввити verb:impr:s:2:perf
ввиймо ввити verb:impr:p:1:perf
ввийте ввити verb:impr:p:2:perf
ввию ввити verb:futr:s:1:perf
ув'ю ввити verb:futr:s:1:perf
ув'єш ввити verb:futr:s:2:perf
ув'є ввити verb:futr:s:3:perf
ув'єм ввити verb:futr:p:1:perf
ув'ємо ввити verb:futr:p:1:perf
ув'єте ввити verb:futr:p:2:perf
ув'ють ввити verb:futr:p:3:perf
ввив ввити verb:past:m:perf
ввила ввити verb:past:f:perf
ввило ввити verb:past:n:perf
ввили ввити verb:past:p:perf
ввивши ввити advp:perf
ввито ввити verb:impers:perf

ввитися ввитися verb:rev:inf:perf
ввитись ввитися verb:rev:inf:perf
ввийсь ввитися verb:rev:impr:s:2:perf
ввийся ввитися verb:rev:impr:s:2:perf
ввиймось ввитися verb:rev:impr:p:1:perf
ввиймося ввитися verb:rev:impr:p:1:perf
ввийтесь ввитися verb:rev:impr:p:2:perf
ввийтеся ввитися verb:rev:impr:p:2:perf
ув'юся ввитися verb:rev:futr:s:1:perf
ув'юсь ввитися verb:rev:futr:s:1:perf
ув'єшся ввитися verb:rev:futr:s:2:perf
ув'ється ввитися verb:rev:futr:s:3:perf
ув'ємся ввитися verb:rev:futr:p:1:perf
ув'ємося ввитися verb:rev:futr:p:1:perf
ув'ємось ввитися verb:rev:futr:p:1:perf
ув'єтеся ввитися verb:rev:futr:p:2:perf
ув'єтесь ввитися verb:rev:futr:p:2:perf
ув'ються ввитися verb:rev:futr:p:3:perf
ввивсь ввитися verb:rev:past:m:perf
ввився ввитися verb:rev:past:m:perf
ввилась ввитися verb:rev:past:f:perf
ввилася ввитися verb:rev:past:f:perf
ввилось ввитися verb:rev:past:n:perf
ввилося ввитися verb:rev:past:n:perf
ввились ввитися verb:rev:past:p:perf
ввилися ввитися verb:rev:past:p:perf
ввившись ввитися advp:rev:perf

в'ючи вити advp:imperf

в'ючись витися advp:rev:imperf

велено веліти verb:imperf:impers
проклято проклясти verb:perf:impers
розіп'ято розіп'ясти verb:perf:impers

зіпрати зіпрати verb:perf:inf
спери зіпрати verb:perf:impr:s:2
сперім зіпрати verb:perf:impr:p:1
сперімо зіпрати verb:perf:impr:p:1
сперіть зіпрати verb:perf:impr:p:2
сперу зіпрати verb:perf:futr:s:1
спереш зіпрати verb:perf:futr:s:2
спере зіпрати verb:perf:futr:s:3
сперемо зіпрати verb:perf:futr:p:1
сперем зіпрати verb:perf:futr:p:1:subst
сперете зіпрати verb:perf:futr:p:2
сперуть зіпрати verb:perf:futr:p:3
зіправ зіпрати verb:perf:past:m
зіпрала зіпрати verb:perf:past:f
зіпрало зіпрати verb:perf:past:n
зіпрали зіпрати verb:perf:past:p
зіпрано зіпрати verb:perf:impers

# короткі прикметники

властен властен adj:m:v_naz/v_zn2:short         # rv_inf
властного властен adj:m:v_rod
властному властен adj:m:v_dav
властного властен adj:m:v_zna:ranim
властний властен adj:m:v_zna:rinanim
властним властен adj:m:v_oru
властнім властен adj:m:v_mis
властному властен adj:m:v_mis
властний властен adj:m:v_kly
властна властен adj:f:v_naz
властної властен adj:f:v_rod
властній властен adj:f:v_dav
властну властен adj:f:v_zna
властною властен adj:f:v_oru
властній властен adj:f:v_mis
властна властен adj:f:v_kly
властне властен adj:n:v_naz
властного властен adj:n:v_rod
властному властен adj:n:v_dav
властне властен adj:n:v_zna
властним властен adj:n:v_oru
властнім властен adj:n:v_mis
властному властен adj:n:v_mis
властне властен adj:n:v_kly
властні властен adj:p:v_naz
властних властен adj:p:v_rod
властним властен adj:p:v_dav
властних властен adj:p:v_zna:ranim
властні властен adj:p:v_zna:rinanim
властними властен adj:p:v_oru
властних властен adj:p:v_mis
властні властен adj:p:v_kly


безвинен безвинний adj:m:v_naz/v_zn2:short
благословен благословенний adj:m:v_naz/v_zn2:short
блажен блаженний adj:m:v_naz/v_zn2:short
варт вартий adj:m:v_naz:short:&predic
варт вартий adj:m:v_zn2:short
винен винний adj:m:v_naz/v_zn2:short
вістен вістний adj:m:v_naz/v_zn2:short:rare
владен владний adj:m:v_naz/v_zn2:short
годен годний adj:m:v_naz/v_zn2:short:coll
дивен дивний adj:m:v_naz/v_zn2:short
достоїн достойний adj:m:v_naz/v_zn2:short
дрібен дрібний adj:m:v_naz/v_zn2:short
єхиден єхидний adj:m:v_naz/v_zn2:short
жаден жадний adj:m:v_naz/v_zn2:short:rare:&pron:neg
жив живий adj:m:v_naz/v_zn2:short
жоден жодний adj:m:v_naz/v_zn2:short:&pron:neg
звістен звісний adj:m:v_naz/v_zn2:short
згоден згодний adj:m:v_naz/v_zn2:short
здатен здатний adj:m:v_naz/v_zn2:short
здоров здоровий adj:m:v_naz/v_zn2:short
зелен зелений adj:m:v_naz/v_zn2:short
золот золотий adj:m:v_naz/v_zn2:short
кожен кожний adj:m:v_naz/v_zn2:short:&pron:gen
кожен кожний noun:anim:m:v_naz:short:&pron:gen
красен красний adj:m:v_naz/v_zn2:short
ладен ладний adj:m:v_naz/v_zn2:short
ласкав ласкавий adj:m:v_naz/v_zn2:short
молод молодий adj:m:v_naz/v_zn2:short
невинен невинний adj:m:v_naz/v_zn2:short
негоден негідний adj:m:v_naz:short:&predic
негоден негідний adj:m:v_zn2:short
незгоден незгодний adj:m:v_naz/v_zn2:short
неладен неладний adj:m:v_naz/v_zn2:short
немощен немощний adj:m:v_naz/v_zn2:short
ненавиден ненавидний adj:m:v_naz/v_zn2:short
ненавистен ненависний adj:m:v_naz/v_zn2:short
певен певний adj:m:v_naz/v_zn2:short
повен повний adj:m:v_naz/v_zn2:short
повинен повинний adj:m:v_naz/v_zn2:short
потрібен потрібний adj:m:v_naz/v_zn2:short
прекрасен прекрасний adj:m:v_naz/v_zn2:short
привинен привинний adj:m:v_naz/v_zn2:short
придатен придатний adj:m:v_naz/v_zn2:short
провинен провинний adj:m:v_naz/v_zn2:short
рад радий adj:m:v_naz/v_zn2:short
рівен рівний adj:m:v_naz/v_zn2:short
самітен самітний adj:m:v_naz/v_zn2:short
свят святий adj:m:v_naz/v_zn2:short
силен сильний adj:m:v_naz/v_zn2:short
славен славний adj:m:v_naz/v_zn2:short
смутен смутний adj:m:v_naz/v_zn2:short
срібен срібний adj:m:v_naz/v_zn2:short
чорен чорний adj:m:v_naz/v_zn2:short
ясен ясний adj:m:v_naz/v_zn2:short

# дієприслівники

біжачи бігти advp:imperf
боячись боятися advp:rev:imperf
бредучи брести advp:imperf
ведучи вести advp:imperf
ведучись вестися advp:rev:imperf
гувши густи advp:imperf
діявшись діятися advp:perf
дмучи дути advp:imperf
ждучи ждати advp:imperf
женучись гнатися advp:rev:imperf
женучи гнати advp:imperf
жнучи жати advp:imperf
зболівши зболіти advp:perf
зовучи звати adv:imperf
зовучись зватися adv:imperf
ідучи іти advp:imperf
їдучи їхати advp:imperf
йдучи йти advp:imperf
ймучи йняти advp:imperf
кладучи класти advp:imperf
крадучись крастися advp:rev:imperf
крадучи красти advp:imperf
мелючись молотися advp:rev:imperf
мелючи молоти advp:imperf
мінячись мінятися advp:imperf
мнучись мнутися advp:rev:imperf
мнучи мнути advp:imperf
несучи нести advp:imperf
ржучи ржати advp:imperf
ссучи ссати advp:imperf
стогнучи стогнати advp:imperf


# відокремлені форманти з дефісом

авіа- noninfl
авто- noninfl
алко- noninfl
аква- noninfl
аміно- noninfl
англо- noninfl
аеро- noninfl
аудіо- noninfl
важко- noninfl
вело- noninfl
водо- noninfl
високо- noninfl
вітро- noninfl
внутрішньо- noninfl
відео- noninfl
газо- noninfl
гетеро- noninfl
гідро- noninfl
гомо- noninfl
греко- noninfl
дво- noninfl
двох- noninfl
довго- noninfl
дрібно- noninfl
експортно- noninfl
електро- noninfl
енерго- noninfl
етно- noninfl
західно- noninfl
звуко- noninfl
зовнішньо- noninfl
кіно- noninfl
коротко- noninfl
космо- noninfl
легко- noninfl
ліво- noninfl
мало- noninfl
макро- noninfl
машино- noninfl
мікро- noninfl
міні- noninfl
моно- noninfl
мото- noninfl
нарко- noninfl
нафто- noninfl
низько- noninfl
ново- noninfl
одно- noninfl
онко- noninfl
південно- noninfl
північно- noninfl
поп- noninfl
право- noninfl
радіо- noninfl
римо- noninfl
рок- noninfl
середньо- noninfl
стерео- noninfl
судно- noninfl
східно- noninfl
теле- noninfl
тепло- noninfl
термо- noninfl
три- noninfl
трьох- noninfl
україно- noninfl
фото- noninfl
хіміо- noninfl
хіміє- noninfl
центрально- noninfl
чотири- noninfl
чотирьох- noninfl
шоу- noninfl

